"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
8.958804333E0,-6.602410963E-3,1.030355058E-3,-1.387836635E-2,1.540332804E-2
8.968748333E0,1.724672802E-3,1.283108663E-2,-8.490741849E-3,1.548237635E-2
8.978692333E0,-1.637552029E-2,2.256150158E-4,-1.155994534E-3,1.641782234E-2
8.988636333E0,7.067456469E-4,-1.218043086E-2,-8.041675687E-3,1.461269767E-2
8.998580333E0,-6.865005763E-3,-1.229097978E-2,-6.844750643E-3,1.565398030E-2
9.008524333E0,-4.866902540E-3,-1.184642579E-2,4.894119501E-4,1.281655447E-2
9.018468333E0,-1.285156787E-2,-1.700694078E-3,-4.749108553E-3,1.380612868E-2
9.028412333E0,-1.102921916E-2,-1.527321165E-2,-5.584090948E-4,1.884745315E-2
9.038357333E0,4.856898319E-3,-5.440786199E-3,-1.905607581E-3,7.538100291E-3
9.048301333E0,-5.700989580E-3,3.419545931E-3,-2.653466463E-3,7.157895000E-3
9.058245333E0,-1.127334042E-2,-3.637932584E-3,-8.640430570E-3,1.466218940E-2
9.068189333E0,3.819008404E-3,-6.746169670E-3,-1.058638394E-2,1.312124824E-2
9.078133333E0,-1.310865350E-2,-1.177682680E-2,2.586223483E-3,1.781064283E-2
9.088077333E0,-7.198671643E-3,-1.914563186E-2,-7.892571688E-3,2.192415974E-2
9.098021333E0,-1.559967700E-2,-1.937531551E-2,-8.341637850E-3,2.623615246E-2
9.107965333E0,2.835415369E-3,-1.633341749E-3,-4.449731112E-3,5.523358810E-3
9.117909333E0,1.842633982E-2,4.961102668E-3,-1.492794156E-2,2.422779351E-2
9.127853333E0,-1.898264757E-2,3.376838759E-2,-1.042903537E-1,1.112525181E-1
9.137797333E0,-6.941948726E-2,-2.893863771E-2,1.136558390E-1,1.362870489E-1
9.147741333E0,-5.250684539E-2,-2.187807228E-2,3.035874367E-3,5.696345664E-2
9.157685333E0,-7.973190174E-3,-1.165106598E-2,1.890229404E-2,2.359270692E-2
9.167629333E0,2.678494373E-2,-2.119132365E-2,8.423498869E-3,3.517756021E-2
9.177573333E0,4.478377900E-2,8.155266987E-3,-4.486627042E-2,6.391461072E-2
